LandsatID,Hylak_id,date,Aerosol,Blue,Red,Green,Nir,Swir1,Swir2,TIR1,TIR2,sat,pCount_dswe1,pCount_dswe3,year,dWL
1_1_LT05_024030_19921222,9086,1992-12-22,-99,796.899324170956,611.8074826184666,703.491257764227,470.0300355714762,98.22402935770637,55.33825296237175,3830.772721213414,-99,l5,66,0,1992,482
1_1_LT05_024030_19930429,9086,1993-04-29,-99,539.2517602632876,491.8272963773312,612.8781164594029,462.23086536029484,151.06642621789183,87.39927721624292,4015.820598325059,-99,l5,66,0,1993,535
1_1_LT05_024030_19930904,9086,1993-09-04,-99,296.43460837553545,270.5682389566038,445.71418630595764,281.1393529692718,62.811893002939954,21.066736028789126,4232.759295776192,-99,l5,66,0,1993,543
1_1_LT05_024030_19931006,9086,1993-10-06,-99,412.4750947339151,326.30281536664893,508.62737013485105,286.91361778075566,102.80771706312525,69.41573072780689,4131.749060669654,-99,l5,66,0,1993,520
1_1_LT05_024030_19931022,9086,1993-10-22,-99,291.4228713189235,216.10307937672275,329.35324589784284,156.61893237880324,60.11289364242476,33.95853511425454,4053.650074321272,-99,l5,66,0,1993,507
1_1_LT05_024030_19940331,9086,1994-03-31,-99,330.5884586328634,242.79246270061347,379.0041354822494,180.47776851593173,70.0266927205959,63.7720274990016,3883.56568267987,-99,l5,66,0,1994,508
1_1_LT05_024030_19940416,9086,1994-04-16,-99,381.04921937624914,347.0071795992527,405.86278621181214,309.0705071241048,213.8637906914451,204.90620426240028,3944.536728453844,-99,l5,66,0,1994,525
1_1_LT05_024030_19940502,9086,1994-05-02,-99,348.7221710790017,272.6281307931444,345.2291877690055,223.52855187293235,51.14203423976053,49.736923475670565,4033.721958705297,-99,l5,66,0,1994,496
1_1_LT05_024030_19940603,9086,1994-06-03,-99,199.70518816700746,123.13574653201536,234.34154640055826,196.72554950615083,56.519785856918496,51.602150027144106,4188.192515702007,-99,l5,66,0,1994,505
1_1_LT05_024030_19940619,9086,1994-06-19,-99,915.9724152375702,761.174011869754,993.879564897653,795.4594978037494,204.23787792820255,141.3921348838875,4214.504206581241,-99,l5,66,0,1994,510
1_1_LT05_024030_19940822,9086,1994-08-22,-99,1132.0870889931073,862.5668622167586,1202.2466076241558,951.823151049533,174.64984315648238,72.24393840352516,4242.914907066894,-99,l5,66,0,1994,502
1_1_LT05_024030_19940907,9086,1994-09-07,-99,248.4371777256994,182.30956233573565,382.98110746500015,195.7692649679705,42.21087504076772,24.740690808930708,4201.339974473599,-99,l5,66,0,1994,530
1_1_LT05_024030_19941110,9086,1994-11-10,-99,317.5143903607508,262.332019098289,297.63621240261637,264.79195423174275,114.77175433550985,104.59310410370442,4005.8892931851005,-99,l5,65,0,1994,488
1_1_LT05_024030_19950403,9086,1995-04-03,-99,225.52958873598237,165.95763218161756,229.40447831136694,104.27598956434113,45.77857469592427,25.660356552357882,3924.8269639580617,-99,l5,66,0,1995,498
1_1_LT05_024030_19950505,9086,1995-05-05,-99,381.04921937624914,341.8279502712447,382.98110746500015,307.1424227167794,172.75403875455072,158.0749672295483,3995.9679130960594,-99,l5,66,0,1995,504
1_1_LT05_024030_19950521,9086,1995-05-21,-99,256.418882044294,200.73109204115224,287.73416879979914,210.12052492801996,104.64397115954979,86.44853739527271,4073.6178901409185,-99,l5,66,0,1995,509
1_1_LT05_024030_19950606,9086,1995-06-06,-99,476.16000486978317,354.26161552070386,438.73495013903954,451.5139649125635,179.39630169695405,115.17553844454876,4139.793355290799,-99,l5,66,0,1995,488
1_1_LT05_024030_19950622,9086,1995-06-22,-99,509.9616039489451,345.97116635925875,555.6799044536135,406.7851344752079,78.17371305876746,42.29485004404491,4306.101224205733,-99,l5,66,0,1995,502
1_1_LT05_024030_19950910,9086,1995-09-10,-99,195.73890376023004,123.13574653201536,272.8896117566814,103.32616419827919,18.295047720825842,25.660356552357882,4206.401155658663,-99,l5,66,0,1995,516
1_1_LT05_024030_19951012,9086,1995-10-12,-99,353.7657345422871,254.10115522053007,440.7287907256723,150.8990045203976,24.467657253796336,33.03463199661695,4159.931881986233,-99,l5,66,0,1995,514
1_1_LT05_024030_19960405,9086,1996-04-05,-99,332.6015288256854,271.598143031276,362.11010451533343,213.95005798135787,121.24171839397926,100.75907074228058,3862.0225029402313,-99,l5,66,0,1996,509
1_1_LT05_024030_19960421,9086,1996-04-21,-99,272.4037316291368,171.06530895688428,273.8789312474079,123.28648066026952,41.319942632070365,40.43903987970561,3995.9679130960594,-99,l5,66,0,1996,496
1_1_LT05_024030_19960710,9086,1996-07-10,-99,186.82129663371904,121.10029135676183,277.83666298957286,198.63831835072133,33.319416045446324,19.23258355485861,4279.557287135021,-99,l5,66,0,1996,521
1_1_LT05_024030_19960726,9086,1996-07-26,-99,279.40609288649586,197.6589541283352,379.9983104110482,227.36181393285406,50.24713181069603,16.484885989138185,4251.046542136117,-99,l5,66,0,1996,520
1_1_LT05_024030_19961014,9086,1996-10-14,-99,386.11065029591265,219.1797363981339,435.74452959353476,240.78662140739357,53.829123539174304,30.265747559844453,4083.6166856271184,-99,l5,66,0,1996,501
1_1_LT05_024030_19970424,9086,1997-04-24,-99,348.7221710790017,240.7374247214518,355.1575505688504,174.74785224703382,58.3155457455982,53.4692598560445,3954.4064982781115,-99,l5,66,0,1997,497
1_1_LT05_024030_19970510,9086,1997-05-10,-99,286.41392605237064,210.97699141829452,278.82620936992896,233.1137047048351,133.30897619590954,112.28377015567429,4005.8892931851005,-99,l5,66,0,1997,494
1_1_LT05_024030_19970627,9086,1997-06-27,-99,203.17715271271874,91.62380871027263,232.366583031104,146.13422918031654,50.24713181069603,48.80501642896887,4269.365945661015,-99,l5,66,0,1997,500
1_1_LT05_024030_19970729,9086,1997-07-29,-99,217.57557897477378,148.607180651398,306.55193145781715,198.63831835072133,55.62250141563372,51.602150027144106,4269.365945661015,-99,l5,66,0,1997,520
1_1_LT05_024030_19970915,9086,1997-09-15,-99,757.8705007869347,563.2635382375554,875.6522657248347,611.1438538022597,190.8282964018309,137.48653698024336,4178.090499686262,-99,l5,66,0,1997,509
1_1_LT05_024030_19971001,9086,1997-10-01,-99,253.4249053878033,215.0776944106447,403.87212207999306,261.42870221003534,73.64362062830502,24.740690808930708,4149.857656113057,-99,l5,66,0,1997,539
1_1_LT05_024030_19971017,9086,1997-10-17,-99,395.2282612622558,273.658202242209,406.85818634461054,692.1173510389347,81.8049330397983,28.422178698779685,4131.749060669654,-99,l5,22,0,1997,498
1_1_LT05_024030_19971118,9086,1997-11-18,-99,559.8604166496214,301.5017651271121,475.650383198772,205.33510687292141,73.64362062830502,41.366709552196895,3944.536728453844,-99,l5,66,0,1997,487
1_1_LT05_024030_19980222,9086,1998-02-22,-99,815.9415967739199,618.1523566533648,709.5452026938773,401.4465528645465,149.1904719177959,129.69794050207727,3821.028007030711,-99,l5,66,0,1998,481
1_1_LT05_024030_19980310,9086,1998-03-10,-99,727.3872116418387,427.03151172894354,573.7265700666054,253.2642005025991,50.24713181069603,28.422178698779685,3830.772721213414,-99,l5,66,0,1998,481
1_1_LT05_024030_19980427,9086,1998-04-27,-99,453.18318499980734,396.8342312616815,495.63053675693646,457.35854813391325,351.7751326917104,253.80731872712815,3893.373917188447,-99,l5,62,0,1998,519
1_1_LT05_024030_19980513,9086,1998-05-13,-99,215.5881932504953,94.66983621787875,240.2675255791429,177.612510729168,70.9303291944681,48.80501642896887,4139.793355290799,-99,l5,66,0,1998,499
1_1_LT05_024030_19980716,9086,1998-07-16,-99,230.5044741638145,176.1750779120557,379.0041354822494,138.51405128515748,25.351046623796123,15.569928439278135,4297.9267129165455,-99,l5,66,0,1998,534
1_1_LT05_024030_19980801,9086,1998-08-01,-99,230.5044741638145,145.54784687959787,379.9983104110482,159.47979526495035,32.432453657116106,18.316213546928424,4297.9267129165455,-99,l5,66,0,1998,526
1_1_LT05_024030_19980902,9086,1998-09-02,-99,365.88167735761317,257.1871015207183,426.2775588471205,202.4646551127017,52.037333670861734,52.53546953191595,4251.046542136117,-99,l5,66,0,1998,508
1_1_LT05_024030_19981020,9086,1998-10-20,-99,274.4038479160847,193.56394186532583,294.6651228535491,142.32360751751077,88.17485258501571,31.188238219411904,4093.6254061642358,-99,l5,66,0,1998,501
1_1_LT05_024030_19981207,9086,1998-12-07,-99,539.2517602632876,301.5017651271121,506.62735815029464,247.50391946580456,37.76018301764809,14.198374900781893,3954.4064982781115,-99,l5,66,0,1998,492
1_1_LT05_024030_19990329,9086,1999-03-29,-99,303.4557304620914,230.4672560574148,308.5337015161579,172.83841287262743,93.65026670320538,99.8017394503164,3914.9869692865477,-99,l5,66,0,1999,498
1_1_LT05_024030_19990430,9086,1999-04-30,-99,216.58183027683336,130.2624757920826,209.667550436079,131.8498915705656,56.519785856918496,20.149424382145515,4073.6178901409185,-99,l5,66,0,1999,493
1_1_LT05_024030_19990617,9086,1999-06-17,-99,223.54041626606605,149.62712594972376,264.9766894362023,170.92923985583417,69.12345324876041,78.85956832435274,4196.281274551265,-99,l5,66,0,1999,507
1_1_LT05_024030_19990804,9086,1999-08-04,-99,271.4038409930664,207.90234288959184,421.7946336876957,195.7692649679705,53.829123539174304,51.602150027144106,4279.557287135021,-99,l5,66,0,1999,532
1_1_LT05_024030_19990820,9086,1999-08-20,-99,340.65827646106794,210.97699141829452,450.7007163343906,174.74785224703382,43.99393086427257,48.80501642896887,4261.220018518471,-99,l5,66,0,1999,512
1_1_LT05_024030_19990921,9086,1999-09-21,-99,249.43449991491548,170.04360622743854,376.02188296340836,145.1814738805102,46.6714921148052,25.660356552357882,4159.931881986233,-99,l5,66,0,1999,525
1_1_LT05_024030_19991108,9086,1999-11-08,-99,419.58611246037333,256.15836906679266,391.9319490348551,185.2545299486036,69.12345324876041,38.58511299279317,4043.681053987825,-99,l5,66,0,1999,491
1_1_LT05_024030_19991124,9086,1999-11-24,-99,362.85118408714976,192.540398017564,342.2515637986072,152.80538078225305,79.0809225509701,44.152543485811044,3986.0564580579367,-99,l5,66,0,1999,492
1_1_LT05_024030_19991210,9086,1999-12-10,-99,328.57583512645084,235.60129429948094,331.33710334077546,174.74785224703382,87.26367307244594,49.736923475670565,3944.536728453844,-99,l5,66,0,1999,497
1_1_LT05_024030_19991226,9086,1999-12-26,-99,570.1814955831428,333.54553508063367,567.709381256942,266.71417877157927,91.82354065566196,131.6422647054785,3852.2460285945913,-99,l5,66,0,1999,495
1_1_LT05_024030_20000502,9086,2000-05-02,-99,295.4320376210083,200.73109204115224,297.63621240261637,186.21008200334782,96.39333328979583,82.65028630495902,4073.6178901409185,-99,l5,66,0,2000,496
1_1_LT05_024030_20000603,9086,2000-06-03,-99,449.104335617848,451.0311239394032,606.8503092150768,309.55256984431315,151.06642621789183,108.43467057483566,4121.702624939048,-99,l5,66,0,2000,551
1_1_LT05_024030_20000619,9086,2000-06-19,-99,301.44913722220645,241.76490186743456,338.2820337957057,275.3674853763062,157.64477183238418,111.32078903142957,4196.281274551265,-99,l5,66,0,2000,511
1_1_LT05_024030_20000721,9086,2000-07-21,-99,344.6893303972159,327.33723854991536,522.6325363544482,290.7644594431438,141.7025347988806,116.14040284622034,4224.641952780292,-99,l5,66,0,2000,546
1_1_LT05_024030_20000806,9086,2000-08-06,-99,472.58211980923056,337.68607317836967,644.0478114622646,301.35976764048206,58.3155457455982,44.152543485811044,4251.046542136117,-99,l5,66,0,2000,521
1_1_LT05_024030_20000907,9086,2000-09-07,-99,538.2224999957956,405.15748580403255,644.0478114622646,286.43233748603575,69.12345324876041,48.80501642896887,4232.759295776192,-99,l5,66,0,2000,513
1_1_LT05_024030_20001009,9086,2000-10-09,-99,262.40985049053916,208.92714204529653,302.5889358762466,123.28648066026952,51.14203423976053,29.343727719633712,4083.6166856271184,-99,l5,66,0,2000,514
1_1_LT05_024030_20001212,9086,2000-12-12,-99,848.8214363943524,460.43432749974727,709.5452026938773,319.67973250672895,85.44250505341654,48.80501642896887,3821.028007030711,-99,l5,66,0,2000,486
1_1_LT05_024030_20010708,9086,2001-07-08,-99,308.47416781484515,218.15410037046732,466.6652359169292,236.9496303408881,43.102204451501784,46.9426147936356,4269.365945661015,-99,l5,66,0,2001,527
1_1_LT05_024030_20010724,9086,2001-07-24,-99,268.4048391144694,173.1089654773643,454.69075715980347,172.83841287262743,23.584664885833266,15.569928439278135,4324.517099225553,-99,l5,66,0,2001,528
1_1_LT05_024030_20010809,9086,2001-08-09,-99,483.83150788170764,369.82064373975595,643.0416567610255,301.35976764048206,106.48181326412119,79.80654159046924,4324.517099225553,-99,l5,66,0,2001,524
1_1_LT05_024030_20010910,9086,2001-09-10,-99,301.44913722220645,216.10307937672275,415.81882954646204,212.03515827588234,93.65026670320538,60.95653194591457,4242.914907066894,-99,l5,66,0,2001,522
1_1_LT05_024030_20011028,9086,2001-10-28,-99,324.5519281728541,215.0776944106447,325.38607554708864,159.47979526495035,61.01216309389311,34.88290905124884,4033.721958705297,-99,l5,66,0,2001,496
1_1_LT05_024030_20020217,9086,2002-02-17,-99,260.412414322048,128.22584899608245,229.40447831136694,107.12586519894671,27.119016369905836,35.80775380759985,3840.527360447035,-99,l5,66,0,2002,489
1_1_LT05_024030_20020609,9086,2002-06-09,-99,409.42919078232563,288.08798968471297,400.8864662167088,368.973237127303,163.29883686709522,140.41502917894138,4188.192515702007,-99,l5,66,0,2002,494
1_1_LT05_024030_20020828,9086,2002-08-28,-99,548.5201278928207,391.63491700658824,638.0115639237191,293.6532898786694,119.391172224233,85.49826839365922,4251.046542136117,-99,l5,66,0,2002,508
1_1_LT05_024030_20021015,9086,2002-10-15,-99,308.47416781484515,228.41422657096172,338.2820337957057,182.38827332079063,53.829123539174304,29.343727719633712,4101.639528630591,-99,l5,66,0,2002,504
1_1_LT05_024030_20021116,9086,2002-11-16,-99,338.6434195226081,229.44069947059018,386.9588054945655,131.8498915705656,29.773948504345757,41.366709552196895,3995.9679130960594,-99,l5,66,0,2002,505
1_1_LT05_024030_20030409,9086,2003-04-09,-99,473.0931624927506,243.82010722098858,406.85818634461054,158.52610771349802,29.773948504345757,-8.955955690105904,3893.373917188447,-99,l5,66,0,2003,488
1_1_LT05_024030_20030425,9086,2003-04-25,-99,373.9679062960195,272.6281307931444,389.9425554849616,224.48676750380787,144.50753370319848,120.00456864647377,3964.286193153297,-99,l5,66,0,2003,500
1_1_LT05_024030_20030527,9086,2003-05-27,-99,297.4372908016649,197.14700436916237,311.50669693811335,221.61232037939124,61.91182954739817,45.082096435729184,4188.192515702007,-99,l5,66,0,2003,499
1_1_LT05_024030_20030714,9086,2003-07-14,-99,345.6973730602588,245.87564732332737,426.7757183650195,297.50599604434944,130.51826936491338,112.28377015567429,4251.046542136117,-99,l5,66,0,2003,513
1_1_LT05_024030_20030815,9086,2003-08-15,-99,721.0920497507567,475.59819144190783,791.4333483660994,438.85892505761115,108.32124337683945,69.41573072780689,4261.220018518471,-99,l5,66,0,2003,502
1_1_LT05_024030_20030916,9086,2003-09-16,-99,226.52434247834407,144.52823633005684,295.6554406586456,91.93345377899169,42.21087504076772,23.82149588486024,4232.759295776192,-99,l5,66,0,2003,512
1_1_LT05_024030_20031002,9086,2003-10-02,-99,191.7744060990904,103.81243784929138,216.5734104968009,109.02611523570013,19.175658076568627,26.58049311514177,4101.639528630591,-99,l5,66,0,2003,501
1_1_LT05_024030_20031018,9086,2003-10-18,-99,252.4271365121778,141.46990680461099,229.40447831136694,92.88248007221426,24.467657253796336,32.111199698336065,4101.639528630591,-99,l5,66,0,2003,490
1_1_LT05_024030_20031119,9086,2003-11-19,-99,259.41386374520596,120.08268929992937,247.18323264978724,79.60217160279691,32.432453657116106,43.22346135524962,3986.0564580579367,-99,l5,66,0,2003,493
1_1_LT05_024030_20031205,9086,2003-12-05,-99,662.531067335693,445.81005101330084,602.8326786107107,399.990925656006,186.05801773915636,201.8859022891433,3873.767373222211,-99,l5,66,0,2003,489
1_1_LT05_024030_20031221,9086,2003-12-21,-99,420.6024188219911,258.21591766184,374.0339415071439,109.9763401381818,41.319942632070365,53.4692598560445,3862.0225029402313,-99,l5,66,0,2003,488
1_1_LT05_024030_20040106,9086,2004-01-06,-99,736.8374923116214,410.3622397268781,581.7520296433407,249.42374678712298,86.35289056191287,49.736923475670565,3821.028007030711,-99,l5,66,0,2004,483
1_1_LT05_024030_20040122,9086,2004-01-22,-99,826.5362711332307,695.5896361081694,810.6847878620375,500.292073434088,79.0809225509701,44.152543485811044,3548.4216344991355,-99,l5,66,0,2004,495
1_1_LT05_024030_20040427,9086,2004-04-27,-99,314.49997780102757,225.33530999525337,333.3211422954117,230.2374596665298,144.50753370319848,118.07154410763363,3995.9679130960594,-99,l5,66,0,2004,501
1_1_LT05_024030_20040614,9086,2004-06-14,-99,317.01191847271207,306.66467545186333,416.81468345851954,317.7501831325314,116.61833048488897,80.75398567594246,4206.401155658663,-99,l5,66,0,2004,547
1_1_LT05_024030_20040630,9086,2004-06-30,-99,360.831413598186,301.5017651271121,453.6931788865613,321.60954823853973,137.96809428830412,108.43467057483566,4224.641952780292,-99,l5,66,0,2004,528
1_1_LT05_024030_20040902,9086,2004-09-02,-99,313.49539695765793,183.3322693115356,421.7946336876957,169.02033319665406,54.72561397638565,17.400314358354947,4251.046542136117,-99,l5,66,0,2004,512
1_1_LT05_024030_20040918,9086,2004-09-18,-99,423.6520079364586,323.20004794002693,469.65987660954363,402.9023298992443,198.48138636801926,140.41502917894138,4139.793355290799,-99,l5,66,0,2004,507
1_1_LT05_024030_20041004,9086,2004-10-04,-99,259.41386374520596,194.5875694002839,329.35324589784284,115.67908793054063,48.458517958677184,27.501100497282373,4149.857656113057,-99,l5,66,0,2004,518
1_1_LT05_024030_20041223,9086,2004-12-23,-99,385.09814076877524,245.87564732332737,358.1369442783591,173.79309926512897,87.26367307244594,125.81494192755531,3840.527360447035,-99,l5,66,0,2004,491
1_1_LT05_024030_20050414,9086,2005-04-14,-99,228.51418497787458,151.66726760796385,242.24321499541173,110.92663163006675,38.64952741819859,21.98451849478945,3995.9679130960594,-99,l5,66,0,2005,499
1_1_LT05_024030_20050719,9086,2005-07-19,-99,321.53517050948136,238.68272149107494,522.6325363544482,169.97475323154245,24.467657253796336,15.569928439278135,4340.913762048333,-99,l5,66,0,2005,532
1_1_LT05_024030_20050905,9086,2005-09-05,-99,509.4485511765825,338.7214169207941,532.6416718624126,334.1598429621293,65.51446538178558,46.9426147936356,4232.759295776192,-99,l5,66,0,2005,498
1_1_LT05_024030_20050921,9086,2005-09-21,-99,519.714911024946,431.20217721730745,554.6777430098546,420.383340755894,233.23471682894453,185.8491896406597,4167.998408721434,-99,l5,66,0,2005,508
1_1_LT05_024030_20051124,9086,2005-11-24,-99,768.4037557649458,692.3984950023722,797.5109805730747,527.6805298345256,435.6780230116499,381.89277061967016,3903.1920767479423,-99,l5,66,0,2005,514
1_1_LT05_024030_20060417,9086,2006-04-17,-99,277.40485988352435,196.6350755317886,292.68462337713385,172.83841287262743,126.80288495209916,86.44853739527271,3974.1758130794005,-99,l5,66,0,2006,500
1_1_LT05_024030_20060604,9086,2006-06-04,-99,227.51920789230815,84.51934024439153,223.48149407589236,147.08705106952618,19.175658076568627,13.741425797628171,4251.046542136117,-99,l5,66,0,2006,494
1_1_LT05_024030_20060706,9086,2006-07-06,-99,736.8374923116214,653.1030165560524,805.617031346226,1047.8385187124038,152.00499887099488,67.53261304077827,4287.717506350887,-99,l5,66,0,2006,522
1_1_LT05_024030_20060807,9086,2006-08-07,-99,258.41542483996625,178.21957130449758,423.78693142484747,176.65755797905334,25.351046623796123,15.569928439278135,4297.9267129165455,-99,l5,66,0,2006,529
1_1_LT05_024030_20060908,9086,2006-09-08,-99,364.87140126252297,213.53977387502053,382.98110746500015,260.94830422490895,70.0266927205959,48.80501642896887,4214.504206581241,-99,l5,66,0,2006,498
1_1_LT05_024030_20060924,9086,2006-09-24,-99,346.7055273949041,258.21591766184,395.91128066975324,255.18482689675687,122.16758698190745,102.67514578427907,4159.931881986233,-99,l5,66,0,2006,508
1_1_LT05_024030_20061213,9086,2006-12-13,-99,439.9334572971776,298.4050231786156,411.83586767749114,171.8837930695292,85.44250505341654,48.80501642896887,3873.767373222211,-99,l5,66,0,2006,491
1_1_LT05_024030_20070420,9086,2007-04-20,-99,257.417097606329,159.83118172877172,285.7543046143466,166.15747262840847,79.0809225509701,52.53546953191595,4053.650074321272,-99,l5,66,0,2007,501
1_1_LT05_024030_20070725,9086,2007-07-25,-99,532.049283494494,397.8743451742887,740.8499424042465,347.68813036936916,50.24713181069603,40.43903987970561,4251.046542136117,-99,l5,66,0,2007,525
1_1_LT05_024030_20070810,9086,2007-08-10,-99,267.40539516480845,180.26439944572425,389.9425554849616,179.52261599760723,47.56480653572284,49.736923475670565,4314.282087527508,-99,l5,66,0,2007,522
1_1_LT05_024030_20070826,9086,2007-08-26,-99,200.69703844770774,131.28091472087698,299.61716565829073,175.70267181834194,12.14189128765434,20.149424382145515,4251.046542136117,-99,l5,66,0,2007,522
1_1_LT05_024030_20070927,9086,2007-09-27,-99,290.42085892240823,210.97699141829452,387.9533434467716,167.11169289508706,66.4161168454742,21.98451849478945,4167.998408721434,-99,l5,66,0,2007,520
1_1_LT05_024030_20080508,9086,2008-05-08,-99,290.42085892240823,232.5206202926527,329.35324589784284,218.73847255960408,128.19540972808565,80.75398567594246,4043.681053987825,-99,l5,66,0,2008,512
1_1_LT05_024030_20081031,9086,2008-10-31,-99,362.85118408714976,217.12854802999692,333.3211422954117,163.29521136479244,61.91182954739817,34.88290905124884,4063.629019705636,-99,l5,66,0,2008,490
1_1_LT05_024030_20090409,9086,2009-04-09,-99,284.41112964696606,166.97900016227854,308.5337015161579,117.58053657655316,63.71235346051844,22.902771780146495,3924.8269639580617,-99,l5,52,0,2009,499
1_1_LT05_024030_20090612,9086,2009-06-12,-99,259.41386374520596,128.22584899608245,242.24321499541173,173.79309926512897,57.41746730023999,43.22346135524962,4178.090499686262,-99,l5,66,0,2009,492
1_1_LT05_024030_20090628,9086,2009-06-28,-99,398.26947500654603,355.2982982582673,474.65185198908586,404.8435990084195,292.30030012955666,243.53013086920112,4269.365945661015,-99,l5,66,0,2009,534
1_1_LT05_024030_20090815,9086,2009-08-15,-99,512.5272865792667,407.23913631158223,683.323239592796,296.5427196188245,82.71373054014778,78.85956832435274,4279.557287135021,-99,l5,66,0,2009,527
1_1_LT05_024030_20091103,9086,2009-11-03,-99,261.41107657049236,179.24194353151282,286.7442140181099,109.02611523570013,61.91182954739817,35.80775380759985,4015.820598325059,-99,l5,66,0,2009,502
1_1_LT05_024030_20091205,9086,2009-12-05,-99,506.37082081831954,333.54553508063367,462.6730169510727,213.95005798135787,76.36048508047234,43.22346135524962,3934.676883680494,-99,l5,66,0,2009,489
1_1_LT05_024030_20100428,9086,2010-04-28,-99,345.6973730602588,293.2454603417119,414.82302101233046,315.8209001159469,184.15268528834358,147.2646563200551,3995.9679130960594,-99,l5,66,0,2010,526
1_1_LT05_024030_20100514,9086,2010-05-14,-99,381.04921937624914,349.0794571408292,466.6652359169292,313.8918834569756,226.43682908814924,209.9494572716295,4053.650074321272,-99,l5,66,0,2010,540
1_1_LT05_024030_20100530,9086,2010-05-30,-99,377.0020847293609,255.1297203000633,392.9267138766908,264.3114397151606,80.89653254148551,76.0214734421435,4269.365945661015,-99,l5,66,0,2010,498
1_1_LT05_024030_20100701,9086,2010-07-01,-99,320.52980796489516,284.99451153686783,497.629550427123,233.1137047048351,66.4161168454742,78.85956832435274,4242.914907066894,-99,l5,66,0,2010,542
1_1_LT05_024030_20100717,9086,2010-07-17,-99,197.72182262041403,168.0004518301357,326.3778000678883,169.02033319665406,23.584664885833266,14.655441708774797,4332.71225462065,-99,l5,66,0,2010,540
1_1_LT05_024030_20100818,9086,2010-08-18,-99,199.70518816700746,146.56754111633506,337.2897647397951,154.71202340172155,27.119016369905836,17.400314358354947,4251.046542136117,-99,l5,66,0,2010,533
1_1_LT05_024030_20101005,9086,2010-10-05,-99,237.47400397007877,182.30956233573565,311.50669693811335,133.75360425628975,47.56480653572284,26.58049311514177,4139.793355290799,-99,l5,66,0,2010,523
1_1_LT05_024030_20101106,9086,2010-11-06,-99,244.44900568485883,187.42393408669747,306.55193145781715,171.8837930695292,140.76832916818142,93.11360334855509,3995.9679130960594,-99,l5,66,0,2010,519
1_1_LT05_024030_20101208,9086,2010-12-08,-99,685.4954023908986,323.20004794002693,546.6620850651157,205.33510687292141,27.119016369905836,42.29485004404491,3862.0225029402313,-99,l5,66,0,2010,485
1_1_LT05_024030_20110517,9086,2011-05-17,-99,285.41247201386716,265.41997389118563,330.34515193034616,250.38376033188706,160.47001784057449,111.32078903142957,4063.629019705636,-99,l5,66,0,2011,540
1_1_LT05_024030_20110704,9086,2011-07-04,-99,247.43996720808573,186.40089236211273,381.9867964024236,161.38737013606482,22.70206951990691,14.655441708774797,4287.717506350887,-99,l5,66,0,2011,531
1_1_LT05_024030_20110720,9086,2011-07-20,-99,459.3048092208173,414.527549234686,591.7879381275919,551.1979013939775,325.3955705702312,256.89965606196216,4232.759295776192,-99,l5,66,0,2011,539
1_1_LT05_024030_20110805,9086,2011-08-05,-99,574.3130539614175,461.479546331322,753.990714563147,506.1566334764223,221.5931050486826,185.8491896406597,4214.504206581241,-99,l5,66,0,2011,527
1_1_LT05_024030_20110821,9086,2011-08-21,-99,461.34624400063944,377.0879674894201,720.648344567642,271.5209054357281,100.97305097484755,87.39927721624292,4251.046542136117,-99,l5,66,0,2011,536
1_1_LT05_024030_20110906,9086,2011-09-06,-99,282.4087799279709,154.7281077492954,342.2515637986072,205.33510687292141,53.829123539174304,53.4692598560445,4224.641952780292,-99,l5,66,0,2011,505
1_1_LT05_024030_20111008,9086,2011-10-08,-99,294.4295785380836,224.3091718444097,364.09695690137613,206.2920573051346,47.56480653572284,26.58049311514177,4178.090499686262,-99,l5,66,0,2011,517
1_1_LT05_024030_20111024,9086,2011-10-24,-99,256.418882044294,195.61128062243816,298.6266663414906,144.22878517010707,57.41746730023999,32.111199698336065,4083.6166856271184,-99,l5,66,0,2011,512
2_LC08_024030_20130420,9086,2013-04-20,181.5,284.0202139765827,242.3156580183165,312.5611249027652,233.5606647442459,155.98234456652168,121.88727551175002,265.0058865682972,2743,l8,50,0,2013,515
2_LC08_024030_20130810,9086,2013-08-10,235,350.91552276218755,270.05211766309196,462.9920354891656,158.8320042051053,48.03193337736197,32.23057569754487,63.35429219835942,2912,l8,50,0,2013,524
2_LC08_024030_20131013,9086,2013-10-13,144,230.02972939306002,157.718943375988,229.09343682294343,146.9568987691415,51.02669619619385,29.923609428914443,117.1518155366357,2875,l8,50,0,2013,495
2_LC08_024030_20140525,9086,2014-05-25,178,261.22953177216755,221.28817038319102,314.53856025093654,182.49502125036025,67.10975274515748,41.42646576071281,88.1295306654306,2895,l8,50,0,2014,526
2_LC08_024030_20140626,9086,2014-06-26,432.5,568.4826286568634,436.5141197249969,697.9507900219077,360.2383974220235,210.0033555422034,158.4421836326952,69.28599652697949,2903,l8,50,0,2014,517
2_LC08_024030_20140728,9086,2014-07-28,280,451.03230639388556,420.3103200262162,599.7399841066484,513.0921688921478,233.08427420318634,180.55857589274075,82.26350239068324,2897,l8,50,0,2014,543
2_LC08_024030_20140813,9086,2014-08-13,252,392.77226184526415,322.51406018927,503.1969366470827,273.6699383750458,140.7526662425698,99.95272572850585,78.73403401775386,2898,l8,50,0,2014,528
2_LC08_024030_20140829,9086,2014-08-29,272,401.9252497798005,302.31778027580975,482.39261786511236,304.8184957794859,141.31939649240476,94.97338646475394,76.96652912276659,2888,l8,50,0,2014,513
